Compañia,"Desc, compañia",Auxiliar,Cuenta 6,"Desc, auxiliar",Saldo inicial,Saldo final,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12
3,FONDO DE INVERSION COLETIVA INTERES,111505051,111505,"(FI) BANCO ITAU Cta No, 007075634","286806533,1",7204897923,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505055,111505,"(FI) AV VILLAS Cta No,065035206","42112178,78","11061737,49",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505056,111505,"(FI) BCO PICHINCHA Cta No,411285380",3550455438,3013292843,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505057,111505,"(FI) BCO COLPATRIA Cta No,0072967709",2601416501,4710120950,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505058,111505,"(FI) BCO FALABELLA Cta No,159920000166",4765777590,1337529993,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505059,111505,"(FI) BCO AGRARIO Cta No,408203020911",8877845102,11080128205,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505060,111505,"(FI) BANCO CITIBANK Cta No,5060135055",7999614060,18757609420,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505110,111505,"(FI) BOGOTA Cta No, 049292840",4578377095,2145340342,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505111,111505,"(FI) BCO PICHINCHA Cta No, 410949183","12981391,94","12981391,94",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505119,111505,"(FI)BANCO CAJA SOCIAL Cta No,21002165133",1030768061,"30699083,71",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505141,111505,"(FI) BANCOLOMBIA Cta No,12619962499","524470,45","524470,45",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,110505110,110505,CAJA GENERAL,0,0,,,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111020001,111020,DEPÓSITOS DE CONTRACCIÓN MONETARIA,0,24030000,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505010,111505,"(FI) OCCIDENTE Cta No,288810997",5180085834,3467787942,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505015,111505,"(FI) BCO DAVIVIENDA Cta No,005069995545",1442826014,1151213557,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505016,111505,"(FI) DAVIVIENDA Cta No,005000219997",4340585544,1486495721,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505021,111505,"(FI) BANCOLOMBIA Cta No, 03152648354","17998683,94","17998683,94",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505029,111505,"(FI) BCO FINANDINA Cta No, 9990023042","28218445,32","28239719,19",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505030,111505,"(FI) BCO FINANDINA Cta No, 9990023051",2528150509,4681045391,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505032,111505,"(FI) BCO BOGOTA Cta No, 049335037",16608096956,33634715949,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505033,111505,"(FI) BCO SANTANDER Cta No, 100010895",25234190102,7822274736,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505034,111505,"(FI) BCO OCCIDENTE Cta No, 219885878",202410976024,46731520142,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505036,111505,"(FI) BANCO COOPCENTRA Cta No, 419009626",1646126264,485507002,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505037,111505,"(FI) COLPATRIA Cta No,0132160767",10060172985,"94120032,76",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505052,111505,"(FI) BANCO POPULAR Cta No, 500805563532",18364482255,3548508386,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505053,111505,"(FI) BANCOLOMBIA Cta No, 69000008134",109949385878,124754527024,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505054,111505,"(FI) ITAU HELM BANK Cta No, 007075999",5653499389,10831739293,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505062,111505,"(FI) BANCO BANCOLDEX Cta No,47074",0,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505070,111505,"(FI) ITAU HELM BANK Cta No,007302011","11039342,29","11465741,68",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505080,111505,"(FI) POPULAR Cta No,066720632","15984307,56","16711301,98",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505093,111505,"(FI) OCCIDENTE Cta No,288073661","943145212,5","906345703,9",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505094,111505,"(FI) BANCOLOMBIA Cta No,17854124973",1040058250,1142869359,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505100,111505,"(FI) GNB SUDAMERIS Cta No,90060000070","104125948,7",27242944730,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505118,111505,"(FI) AGRARIO COL Cta No,08200102765",3701722632,3632173545,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505167,111505,"(FI) COLPATRIA Cta No,0131072201","228973410,2","227502570,2",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505177,111505,"(FI) OCCIDENTE Cta No,288049240","918174172,3","918152662,3",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505181,111505,"(FI) CITIBANK Cta No,0060135096","23832309,27","23747138,27",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505183,111505,"(FI) BCO CAJA SOCIAL Cta No, 21003873196","163715256,2","294473508,4",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505190,111505,"(FI) BANCOLOMBIA Cta No,12606106520","113067489,8","112986744,5",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505195,111505,"(FI) DAVIVIENDA Cta No,005069999380",13173907601,10802878170,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505320,111505,"(FI) BANCOLOMBIA Cta No,04882033479","325806872,3","92881700,06",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505322,111505,"(FI) DAVIVIENDA Cta No,005069992096",5565251226,7384716045,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505324,111505,"(FI) AVVILLAS Cta No,059028852",1609904260,2550611640,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505325,111505,"(FI) SUDAMERIS Cta No,100004951",36544566,11053516,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505326,111505,"(FI) BANCOLOMBIA Cta No,03100026963",6949596097,1990472586,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505147,111505,"(FI) AV VILLAS Cta No,065035214","61665687,12","60841302,72",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505148,111505,"(FI) JP MORGAN Cta, 2600000083",1200813911,7859707507,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505150,111505,"(FI) CORPBANCA Cta No,051006755","6942809,45","7210955,08",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505155,111505,"(FI) BBVA COLOMBIA S,A, Cta No,401003090","13317200,39","12683635,39",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505159,111505,CUSTODIO BANCO REPUBLICA,0,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505160,111505,"BCO REPUBLICA CTA NO,62250063",0,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505196,111505,"(FI) DAVIVIENDA Cta No,005070366637",41226482425,37700907000,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505197,111505,"(FI)BBVA Cta No,895000586",30522137635,23241524586,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505198,111505,"(FI)BBVA Cta No,895000636","21016503,18","14612173,18",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505202,111505,"(FI) Colpatria Cta Cte No,4521024785","861693323,5","183717773,7",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505203,111505,"(FI) Colpatria Cta Cte No,4521024793","133020188,3","150318585,1",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505204,111505,"(FI) Bogotá Cta Cte No,049292014",1125261542,1051111562,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505210,111505,"(FI) CAJA SOCIAL Cta No,24009362523","26124833,79","25936978,93",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505216,111505,"(FI) AGRARIO Cta Cte No, 308200006572","14064576,4","14064576,4",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505323,111505,"(FI) ITAU CORPBANCA Cta No,007463540","34085020,93","46249750,48",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505622,111505,"(FI) DAVIVIENDA Cta No, 005069994324","226617150,5","347933571,5",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505631,111505,"(FI) AGRARIO Cta No, 408203013514","717158,61","4445347,61",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505846,111505,"(FI) BOGOTA Cta No, 049265010","21358020,47","21358020,47",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505847,111505,"(FI) BANCO FALABELLA Cta No,156060093761","461338324,2","474870944,2",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505848,111505,"(FI) BANCOLOMBIA Cta No,03193322764","459072,02","396437,87",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505885,111505,"(FI) AGRARIO Cta No,308200007539",245056269,"171768950,9",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505887,111505,"(FI) BANCO W Cta No, AHO 900064598200002",999997384,999997384,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111510001,111510,(FI) Davivienda Panamá CTA:10001016616,0,"16979222,94",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111595010,111595,"(FI) CORFICOLOMBIANA Cta No,2111618",1590664028,2146777770,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,130115115,130115,OTROS EMISORES NACIONALES,2039855704100,1997426167677,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosDeuda,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,130905105,130905,TÍTULOS DE TESORERÍA -TES,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135105010,135105,DERECHO DE COMPRA SOBRE DIVISAS,0,0,,,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135110010,135110,DERECHO DE VENTA SOBRE DIVISAS,0,0,,,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135135010,135135,OBLIGACIÓN DE VENTA SOBRE DIVISAS,0,0,,,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135305010,135305,DERECHO DE MONEDAS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135305015,135305,OBLIGACION MONEDAS,0,0,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosPatrimonio,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695001,161695,"(FI) GNB SUDAMERIS Cta No,06000061",0,0,Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695010,161695,GMF POR COBRAR,0,8280000,Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695011,161695,GASTOS CHEQUES DE GERENCIA,0,0,Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695012,161695,"(FI) OCCIDENTE Cau No,288810997","3629734,64","9377256,64",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505327,111505,"(FI) OCCIDENTE Cta No,288860729","311104850,9","200092601,9",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505328,111505,"(FI) BBVA Cta No, 895001808","185367883,4","185367883,4",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505329,111505,"(FI) POPULAR Cta No, 110066127499","596089912,9","440741526,8",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505395,111505,"(FI) REPUBLICA Cta No,62255468","9944130,8","9749430,78",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505471,111505,"(FI) POPULAR Cta No,066122755",9682400,0,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505617,111505,"(FI) CITIBANK Cta No,5060135012","77386768,54","82051559,61",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505621,111505,"(FI) BANCOOMEVA Cta No,050301555601","3357497,98","1323566,97",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505623,111505,"(FI) BANCOLOMBIA Cta No, 03141946140","153059988,1","222470388,7",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505624,111505,"(FI) BANCOLOMBIA Cta No, 03147542506","487671,68","482816,1",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505632,111505,"(FI) CAJA SOCIAL cta No, 21003295006","65899768,53","65899768,53",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,111505888,111505,"(FI) BANCO W Cta No,AHO 900064598200001","555723974,3","581431746,9",Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,122005010,122005,"COMP DE TRANSF DE INV EN OP, SIM",407325380115,700367353728,Assets,,CashAndCashEquivalents,BalancesWithBanks,Cash,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,130105105,130105,TÍTULOS DE TESORERÍA -TES,229441490149,322924752000,Assets,,Inversiones,ActivosFinancierosCorrientesValorRazonableCambiosResultadosInversiones,InversionesNegociables,NegociablesInstrumentosDeuda,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,135130010,135130,OBLIGACIÓN DE COMPRA SOBRE DIVISAS,0,0,,,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,160560001,160560,DEPÓSITOS DE CONTRACCIÓN MONETARIA,0,"34981,21",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695002,161695,"(FI) Davivienda Panamá Cta, 10001016616",0,"74088,34",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695004,161695,"(LD) BCO DAVIVIENDA cta No,482800025215","186751,62","181681,49",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695009,161695,"(FI) BOGOTA Cau No,049216468","1564579,61","60966,82",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695014,161695,"(FI) CORFICOLOMBIANA Cta No,21110090","306884,85","306884,85",Assets,,TradeAndOtherReceivables,,,,,NetAssetsLiabilities,,,,
