Compañia,Desc. compañia,Auxiliar,Desc. auxiliar,Tercero,C.Costo,C.O. ,U.N.,Desc. Moneda alt.,Saldo inicial,Saldo final,Unnamed: 11,SCOA6DIG,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9
3,FONDO DE INVERSION COLETIVA INTERES,111505010,(FI) OCCIDENTE Cta No.288810997         ,,,1,99,PESOS,"3993060661,54","17022646345,95",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505015,(FI) BCO DAVIVIENDA Cta No.005069995545,,,1,99,PESOS,"5659606870,7","3435680273,5",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505016,(FI) DAVIVIENDA Cta No.005000219997     ,,,1,99,PESOS,"873411211,8","332162930,71",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505021,(FI) BANCOLOMBIA Cta No. 03152648354,,,1,99,PESOS,"17998683,94","17998683,94",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505027,(FI) SERFINANZA Cta No. 221000021947,,,1,99,PESOS,"0,25","0,25",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505029,(FI) BCO FINANDINA Cta No. 9990023042,,,1,99,PESOS,"28148670,52","28193783,03",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505030,(FI) BCO FINANDINA Cta No. 9990023051,,,1,99,PESOS,"1605341713,88","7935944506,84",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505032,(FI) BCO BOGOTA Cta No. 049335037,,,1,99,PESOS,"14836256534,53","59854828715,04",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505033,(FI) BCO SANTANDER Cta No. 100010895,,,1,99,PESOS,"2475087260,91","5855058379,28",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505034,(FI) BCO OCCIDENTE Cta No. 219885878,,,1,99,PESOS,"9726512523,6","57824456979,52",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505036,(FI) BANCO COOPCENTRA Cta No. 419009626,,,1,99,PESOS,"2270462918,0","1541268401,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505037,(FI) COLPATRIA Cta No.0132160767        ,,,1,99,PESOS,"1109593671,14","1145537926,79",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505052,(FI) BANCO POPULAR Cta No. 500805563532,,,1,99,PESOS,"6678933547,36","5323387598,43",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505053,(FI) BANCOLOMBIA Cta No. 69000008134,,,1,99,PESOS,"34442084344,32","14353386842,35",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505054,(FI) ITAU HELM BANK Cta No. 007075999,,,1,99,PESOS,"3002557858,87","9932120041,09",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505070,(FI) ITAU HELM BANK Cta No.007302011,,,1,99,PESOS,"100079,24","102978,06",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505080,(FI) POPULAR Cta No.066720632           ,,,1,99,PESOS,"14772251,15","15274963,81",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505093,(FI) OCCIDENTE Cta No.288073661,,,1,99,PESOS,"1136986652,2","1185274737,14",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505094,(FI) BANCOLOMBIA Cta No.17854124973,,,1,99,PESOS,"7658079908,05","4176896700,72",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505100,(FI) GNB SUDAMERIS Cta No.90060000070,,,1,99,PESOS,"95764892,85","99203693,74",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505118,(FI) AGRARIO COL Cta No.08200102765,,,1,99,PESOS,"1799111274,62","1774602315,26",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505131,(FI) CORPBANCA Cta No.051000941,,,1,99,PESOS,"30360881,34","30360881,34",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505167,(FI) COLPATRIA Cta No.0131072201,,,1,99,PESOS,"231619036,25","230603445,99",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505177,(FI) OCCIDENTE Cta No.288049240,,,1,99,PESOS,"918246524,29","918236171,29",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505181,(FI) CITIBANK Cta No.0060135096,,,1,99,PESOS,"23957877,89","23926387,89",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505183,(FI) BCO CAJA SOCIAL Cta No. 21003873196,,,1,99,PESOS,"237012096,05","121292436,9",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505190,(FI) BANCOLOMBIA Cta No.12606106520,,,1,99,PESOS,"150391800,66","108258023,11",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505195,(FI) DAVIVIENDA Cta No.005069999380,,,1,99,PESOS,"11249973623,42","17273329862,36",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505320,(FI) BANCOLOMBIA Cta No.04882033479,,,1,99,PESOS,"16188497131,79","621813641,95",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505322,(FI) DAVIVIENDA Cta No.005069992096,,,1,99,PESOS,"9068467040,86","7740128165,59",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505324,(FI) AVVILLAS Cta No.059028852,,,1,99,PESOS,"2419105008,68","2735276501,94",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505325,(FI) SUDAMERIS Cta No.100004951,,,1,99,PESOS,"16327189,0","7086647,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505326,(FI) BANCOLOMBIA Cta No.03100026963,,,1,99,PESOS,"8660046211,04","5735731771,1",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505327,(FI) OCCIDENTE Cta No.288860729,,,1,99,PESOS,"204131917,02","225092601,94",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505328,(FI) BBVA Cta No. 895001808,,,1,99,PESOS,"185367883,37","185367883,37",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505329,(FI) POPULAR Cta No. 110066127499,,,1,99,PESOS,"796431494,03","858747617,71",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505395,(FI) REPUBLICA Cta No.62255468,,,1,99,PESOS,"10168950,8","10123950,8",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505471,(FI) POPULAR Cta No.066122755,,,1,99,PESOS,"133747554,85","21990886,21",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505617,(FI) CITIBANK Cta No.5060135012,,,1,99,PESOS,"5131427,8","4933721,61",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505621,(FI) BANCOOMEVA Cta No.050301555601,,,1,99,PESOS,"5421275,3","5336514,12",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505623,(FI) BANCOLOMBIA Cta No. 03141946140,,,1,99,PESOS,"2132086476,66","132205500,66",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505624,(FI) BANCOLOMBIA Cta No. 03147542506,,,1,99,PESOS,"492291,68","487671,68",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505003,(FI) PICHINCHA Cta No. 410216321,,,1,99,PESOS,"652924940,78","55772677,45",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505004,(FI) PICHINCHA Cta No. 410216369,,,1,99,PESOS,"21723255,68","21719686,68",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505008,(FI) BOGOTA Cta No.049216468            ,,,1,99,PESOS,"220595962,0","228776109,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505018,(FI) IRIS FINANCIERA Cta No.100607692719,,,1,99,PESOS,"1864947775,73","1960506535,36",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505019,(FI) BANCOLOMBIA Cta No. 03151519278,,,1,99,PESOS,"825522,76","1207669,98",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505020,(FI) BOGOTA Cta No.049219793,,,1,99,PESOS,"32119916,04","32119916,04",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505022,(FI) COOPCENTRAL Cta No. 419009424,,,1,99,PESOS,"170210665,0","170510221,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505024,(FI) BCO DAVIVIENDA Cta No. 482869977652,,,1,99,PESOS,"1750562,0","127145360,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505025,(FI) IRIS FINANCIERA Cta No.100173520553,,,1,99,PESOS,"11330691820,66","15107777109,62",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505026,(FI) SERFINANZA Cta No. 212001051872,,,1,99,PESOS,"7900094,4","8176016,56",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505028,(FI) BANCOLDEX Cta No. 0000046973,,,1,99,PESOS,"1740094409,22","1792622751,93",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505031,(FI) BCO DAVIVIENDA Cta No. 482800035982,,,1,99,PESOS,"9047998520,58","77514353606,4",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505035,(FI) JP MORGAN Cta No. 2600000084,,,1,99,PESOS,"0,0","100000000,0",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505038,(FI) COLPATRIA Cta No. 0131004990,,,1,99,PESOS,"191426776,43","191426776,43",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505040,(FI) BNP PARIBAS Cta No.0500100018800173,,,1,99,PESOS,"67554660,62","69643422,91",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505041,(FI) BCO CAJA SOCIAL Cta No.24132212302,,,1,99,PESOS,"7525229249,49","3650639496,12",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505042,(FI) BCO SANTANDER Cta 100000326        ,,,1,99,PESOS,"11198190,54","11585085,72",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505044,(FI) BCO SUDAMERIS Cta No. 91000023480,,,1,99,PESOS,"4644858449,48","65624485543,19",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505045,(FI) BANCO W Cta No. 0000100064598200003,,,1,99,PESOS,"3025096543,31","3677575212,69",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505046,(FI) BANCOOMEVA Cta No. 050302983001,,,1,99,PESOS,"466361374,7","15486665163,62",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505047,(FI) BNP PARIBAS Cta No 0500100018800367,,,1,99,PESOS,"135921,07","140123,69",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505048,(FI) BANCO AV VILLAS Cta No. 059040204,,,1,99,PESOS,"10602170013,92","9995301606,2",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505049,(FI) BCO SERFINANZA Cta No. 212001545415,,,1,99,PESOS,"1189385751,11","5827283741,19",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505051,(FI) BANCO ITAU Cta No. 007075634,,,1,99,PESOS,"2478071149,26","1740685564,48",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505055,(FI) AV VILLAS Cta No.065035206         ,,,1,99,PESOS,"92439929,23","85194913,85",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505056,(FI) BCO PICHINCHA Cta No.411285380,,,1,99,PESOS,"1330728248,72","9674883482,83",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505057,(FI) BCO COLPATRIA Cta No.0072967709,,,1,99,PESOS,"25426425974,53","71465070029,37",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505058,(FI) BCO FALABELLA Cta No.159920000166,,,1,99,PESOS,"26657446592,93","5583496125,88",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505059,(FI) BCO AGRARIO Cta No.408203020911,,,1,99,PESOS,"14099466627,72","20553745491,53",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505060,(FI) BANCO CITIBANK Cta No.5060135055,,,1,99,PESOS,"6319763006,5","6777525996,62",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505110,(FI) BOGOTA Cta No. 049292840,,,1,99,PESOS,"4615178816,95","3282302575,95",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505111,(FI) BCO PICHINCHA Cta No. 410949183,,,1,99,PESOS,"12981391,94","12981391,94",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505113,(FI) ITA HELM BANK  Cta No.007353105,,,1,99,PESOS,"228627791,68","228627791,68",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505116,(FI) BOGOTA Cta No.033399668,,,1,99,PESOS,"1818686232,96","1817999509,95",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505119,(FI)BANCO CAJA SOCIAL Cta No.21002165133,,,1,99,PESOS,"1030876060,71","1030876060,71",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505141,(FI) BANCOLOMBIA Cta No.12619962499,,,1,99,PESOS,"524470,45","524470,45",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505147,(FI) AV VILLAS Cta No.065035214,,,1,99,PESOS,"62095800,72","61916586,72",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505148,(FI) JP MORGAN Cta. 2600000083,,,1,99,PESOS,"1214072087,25","158821572,52",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505150,(FI) CORPBANCA Cta No.051006755,,,1,99,PESOS,"6489575,91","6677548,09",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505155,(FI) BBVA COLOMBIA S.A. Cta No.401003090,,,1,99,PESOS,"14477311,92","13997138,39",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505196,(FI) DAVIVIENDA Cta No.005070366637,,,1,99,PESOS,"5499187148,42","30215778303,67",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505632,(FI) CAJA SOCIAL cta No. 21003295006,,,1,99,PESOS,"65899768,53","65899768,53",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,111505888,(FI) BANCO W Cta No.AHO 900064598200001,,,1,99,PESOS,"2279185298,84","3448776415,93",,111505,Activo,,Activo Corriente,Efectivo y equivales de efectivo,Bancos nacionales,,,Disponible,
3,FONDO DE INVERSION COLETIVA INTERES,122005010,COMP DE TRANSF DE INV EN OP. SIM,,,1,99,PESOS,"591036489047,5","410717215263,69",,,,,,,,,,,
3,FONDO DE INVERSION COLETIVA INTERES,130105105,TÍTULOS DE TESORERÍA -TES,,,1,99,PESOS,"184293311057,05","191888706093,73",,130105,Activo,,Activo no corriente,Inversiones a valor razonable con efectos en resultados,Instrumentos de Deuda,,,Inversiones,
3,FONDO DE INVERSION COLETIVA INTERES,161695004,(LD) BCO DAVIVIENDA cta No.482800025215,,,1,99,PESOS,"2174833,42","186294,32",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695009,(FI) BOGOTA Cau No.049216468,,,1,99,PESOS,"2598270,68","1584958,78",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695014,(FI) CORFICOLOMBIANA Cta No.21110090,,,1,99,PESOS,"0,0","306884,85",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695017,(FI) DAVIVIENDA Cau No.005000219997,,,1,99,PESOS,"375003,9","138402,94",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695026,(FI) SERFINANZA Cta No. 212001051872,,,1,99,PESOS,"54719,3","55198,88",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695028,(FI) BANCOLDEX Cta No. 0000046973,,,1,99,PESOS,"1434021,0","1776098,45",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695029,(FI) BCO FINANDINA Cta No. 9990023042,,,1,99,PESOS,"334117,68","547982,25",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695031,(FI) BCO DAVIVIENDA Cta No. 482800035982,,,1,99,PESOS,"3884807,8","32298046,46",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695032,(FI) BCO BOGOTA Cta No. 049335037,,,1,99,PESOS,"297117274,87","300667445,23",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695034,(FI) BCO SANTANDER Cta No. 100010895,,,1,99,PESOS,"3054956,28","7048016,46",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695036,(FI) BANCO COOPCENTRA Cta No. 419009626,,,1,99,PESOS,"7481168,64","13996774,06",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695038,(FI) COLPATRIA Cau No.0132160767,,,1,99,PESOS,"7582221,78","7428447,48",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695041,(FI) BNP PARIBAS Cau No.500100018800173,,,1,99,PESOS,"110304,85","110263,19",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695046,(FI) BANCOOMEVA Cta No. 050302983001,,,1,99,PESOS,"550531,43","10403550,29",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695047,(FI) BNP PARIBAS Cta No 0500100018800367,,,1,99,PESOS,"0,0","56,96",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695048,(FI) BANCO AV VILLAS Cta No. 059040204,,,1,99,PESOS,"76304987,09","59930861,14",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695049,(FI) BCO SERFINANZA Cta No. 212001545415,,,1,99,PESOS,"8238109,27","30510294,49",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695052,(FI) BANCO POPULAR Cta No. 500805563532,,,1,99,PESOS,"8812517,47","3306103,82",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695053,(FI) BANCOLOMBIA Cta No. 69000008134,,,1,99,PESOS,"12251567,64","6078851,3",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695054,(FI) ITAU HELM BANK Cta No. 007075999,,,1,99,PESOS,"11192710,3","3627582,4",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695055,(FI) BCO PICHINCHA Cta No.411285380,,,1,99,PESOS,"2085332,21","15152170,91",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695056,(FI) AV VILLAS Cau No.065035206,,,1,99,PESOS,"-65654032,38","-65688742,64",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695057,(FI) BCO COLPATRIA Cta No.0072967709,,,1,99,PESOS,"131818915,21","218807348,81",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695090,(FI) JP MORGAN Cau No. 2600000083,,,1,99,PESOS,"558081,48","212930,7",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695110,REINTEGRO GASTOS BANCARIOS,,,1,99,PESOS,"18169964,53","0,0",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695151,(FI) CORPBANCA Cau No.051006755,,,1,99,PESOS,"952572,49","948914,45",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
3,FONDO DE INVERSION COLETIVA INTERES,161695153,(FI) MULTIBANK Cau No.200230315804,,,1,99,PESOS,"90000,0","90000,0",,161695,Activo,,Activo Corriente,Cuentas por cobrar,Deudores,,,,
